Movie_Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres,Release_Year
Lady Bird,48958273,30007338,36000000.0,A24,R,94,Comedy,2017
Lady Bird,48958273,30007338,36000000.0,A24,R,94,Drama,2017
Patriots Day,31886361,20299390,45000000.0,Lionsgate,R,133,Action,2016
Patriots Day,31886361,20299390,45000000.0,Lionsgate,R,133,Crime,2016
Patriots Day,31886361,20299390,45000000.0,Lionsgate,R,133,Drama,2016
Patriots Day,31886361,20299390,45000000.0,Lionsgate,R,133,History,2016
Patriots Day,31886361,20299390,45000000.0,Lionsgate,R,133,Thriller,2016
Kidnap,30971040,3843062,21000000.0,Aviron Pictures,R,95,Action,2017
Kidnap,30971040,3843062,21000000.0,Aviron Pictures,R,95,Crime,2017
Kidnap,30971040,3843062,21000000.0,Aviron Pictures,R,95,Drama,2017
Kidnap,30971040,3843062,21000000.0,Aviron Pictures,R,95,Thriller,2017
Underworld: Blood Wars,30353973,50739340,35000000.0,Screen Gems,R,91,Action,2017
Underworld: Blood Wars,30353973,50739340,35000000.0,Screen Gems,R,91,Adventure,2017
Underworld: Blood Wars,30353973,50739340,35000000.0,Screen Gems,R,91,Fantasy,2017
Underworld: Blood Wars,30353973,50739340,35000000.0,Screen Gems,R,91,Horror,2017
Underworld: Blood Wars,30353973,50739340,35000000.0,Screen Gems,R,91,Sci-Fi,2017
The Mountain Between Us,30348555,32483654,35000000.0,Twentieth Century Fox,PG-13,112,Action,2017
The Mountain Between Us,30348555,32483654,35000000.0,Twentieth Century Fox,PG-13,112,Adventure,2017
The Mountain Between Us,30348555,32483654,35000000.0,Twentieth Century Fox,PG-13,112,Drama,2017
The Mountain Between Us,30348555,32483654,35000000.0,Twentieth Century Fox,PG-13,112,Romance,2017
The Mountain Between Us,30348555,32483654,35000000.0,Twentieth Century Fox,PG-13,112,Thriller,2017
Life,30234022,70307784,58000000.0,Sony Pictures Entertainment (SPE),R,104,Horror,2017
Life,30234022,70307784,58000000.0,Sony Pictures Entertainment (SPE),R,104,Sci-Fi,2017
Life,30234022,70307784,58000000.0,Sony Pictures Entertainment (SPE),R,104,Thriller,2017
The Nut Job 2: Nutty by Nature,28370522,40372963,40000000.0,Open Road Films (II),PG,91,Adventure,2017
The Nut Job 2: Nutty by Nature,28370522,40372963,40000000.0,Open Road Films (II),PG,91,Animation,2017
The Nut Job 2: Nutty by Nature,28370522,40372963,40000000.0,Open Road Films (II),PG,91,Comedy,2017
The Nut Job 2: Nutty by Nature,28370522,40372963,40000000.0,Open Road Films (II),PG,91,Family,2017
The Nut Job 2: Nutty by Nature,28370522,40372963,40000000.0,Open Road Films (II),PG,91,Fantasy,2017
Rings,27793018,55287872,25000000.0,Paramount Pictures,PG-13,102,Drama,2017
Rings,27793018,55287872,25000000.0,Paramount Pictures,PG-13,102,Horror,2017
Rings,27793018,55287872,25000000.0,Paramount Pictures,PG-13,102,Mystery,2017
Rings,27793018,55287872,25000000.0,Paramount Pictures,PG-13,102,Romance,2017
Logan Lucky,27780977,20672628,29000000.0,Bleecker Street Media,PG-13,118,Comedy,2017
Logan Lucky,27780977,20672628,29000000.0,Bleecker Street Media,PG-13,118,Crime,2017
Logan Lucky,27780977,20672628,29000000.0,Bleecker Street Media,PG-13,118,Drama,2017
Home Again,27020284,10250437,12000000.0,Open Road Films (II),PG-13,97,Comedy,2017
Home Again,27020284,10250437,12000000.0,Open Road Films (II),PG-13,97,Drama,2017
Home Again,27020284,10250437,12000000.0,Open Road Films (II),PG-13,97,Romance,2017
Resident Evil: The Final Chapter,26830068,285412558,40000000.0,Screen Gems,R,107,Action,2017
Resident Evil: The Final Chapter,26830068,285412558,40000000.0,Screen Gems,R,107,Horror,2017
Resident Evil: The Final Chapter,26830068,285412558,40000000.0,Screen Gems,R,107,Sci-Fi,2017
The House,25584504,8600000,40000000.0,Warner Bros.,R,88,Comedy,2017
The House,25584504,8600000,40000000.0,Warner Bros.,R,88,Crime,2017
Gifted,24801212,18245378,7000000.0,Fox Searchlight Pictures,PG-13,101,Drama,2017
"Three Billboards Outside Ebbing, Missouri",54513740,105678291,36000000.0,Fox Searchlight Pictures,R,115,Comedy,2017
"Three Billboards Outside Ebbing, Missouri",54513740,105678291,36000000.0,Fox Searchlight Pictures,R,115,Crime,2017
"Three Billboards Outside Ebbing, Missouri",54513740,105678291,36000000.0,Fox Searchlight Pictures,R,115,Drama,2017
The Bye Bye Man,22395806,7478474,7400000.0,STX Entertainment,PG-13,96,Drama,2017
The Bye Bye Man,22395806,7478474,7400000.0,STX Entertainment,PG-13,96,Fantasy,2017
The Bye Bye Man,22395806,7478474,7400000.0,STX Entertainment,PG-13,96,Horror,2017
The Bye Bye Man,22395806,7478474,7400000.0,STX Entertainment,PG-13,96,Mystery,2017
The Bye Bye Man,22395806,7478474,7400000.0,STX Entertainment,PG-13,96,Thriller,2017
Victoria & Abdul,22245070,44313395,36000000.0,Focus Features,PG-13,111,Biography,2017
Victoria & Abdul,22245070,44313395,36000000.0,Focus Features,PG-13,111,Drama,2017
Victoria & Abdul,22245070,44313395,36000000.0,Focus Features,PG-13,111,History,2017
Rough Night,22105643,25241640,20000000.0,Sony Pictures Entertainment (SPE),R,101,Comedy,2017
Rough Night,22105643,25241640,20000000.0,Sony Pictures Entertainment (SPE),R,101,Crime,2017
Rough Night,22105643,25241640,20000000.0,Sony Pictures Entertainment (SPE),R,101,Thriller,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Adventure,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Animation,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Comedy,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Drama,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Family,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Fantasy,2017
My Little Pony: The Movie,21885107,38445726,6500000.0,Lionsgate,PG,99,Musical,2017
Leap!,21858070,71791,36000000.0,The Weinstein Company,PG,89,Adventure,2017
Leap!,21858070,71791,36000000.0,The Weinstein Company,PG,89,Animation,2017
Leap!,21858070,71791,36000000.0,The Weinstein Company,PG,89,Comedy,2017
Leap!,21858070,71791,36000000.0,The Weinstein Company,PG,89,Family,2017
Leap!,21858070,71791,36000000.0,The Weinstein Company,PG,89,Music,2017
Sleepless,20783704,12133649,36000000.0,Open Road Films (II),R,95,Action,2017
Sleepless,20783704,12133649,36000000.0,Open Road Films (II),R,95,Crime,2017
Sleepless,20783704,12133649,36000000.0,Open Road Films (II),R,95,Thriller,2017
Diary of a Wimpy Kid: The Long Haul,20738724,19402248,22000000.0,Twentieth Century Fox,PG,91,Animation,2017
Diary of a Wimpy Kid: The Long Haul,20738724,19402248,22000000.0,Twentieth Century Fox,PG,91,Comedy,2017
Diary of a Wimpy Kid: The Long Haul,20738724,19402248,22000000.0,Twentieth Century Fox,PG,91,Family,2017
The Circle,20497844,20158555,18000000.0,STX Entertainment,PG-13,110,Drama,2017
The Circle,20497844,20158555,18000000.0,STX Entertainment,PG-13,110,Sci-Fi,2017
The Circle,20497844,20158555,18000000.0,STX Entertainment,PG-13,110,Thriller,2017
Baahubali 2: The Conclusion,20186659,233971731,36000000.0,Great India Films,Not Rated,167,Action,2017
Baahubali 2: The Conclusion,20186659,233971731,36000000.0,Great India Films,Not Rated,167,Drama,2017
CHIPS,18600152,8200000,25000000.0,Warner Bros.,R,100,Action,2017
CHIPS,18600152,8200000,25000000.0,Warner Bros.,R,100,Comedy,2017
CHIPS,18600152,8200000,25000000.0,Warner Bros.,R,100,Crime,2017
Only the Brave,18343983,8007339,38000000.0,Sony Pictures Entertainment (SPE),PG-13,134,Action,2017
Only the Brave,18343983,8007339,38000000.0,Sony Pictures Entertainment (SPE),PG-13,134,Biography,2017
Only the Brave,18343983,8007339,38000000.0,Sony Pictures Entertainment (SPE),PG-13,134,Drama,2017
Darkest Hour,56468410,94378797,36000000.0,Focus Features,PG-13,125,Biography,2017
Darkest Hour,56468410,94378797,36000000.0,Focus Features,PG-13,125,Drama,2017
Darkest Hour,56468410,94378797,36000000.0,Focus Features,PG-13,125,History,2017
Darkest Hour,56468410,94378797,36000000.0,Focus Features,PG-13,125,War,2017
The Disaster Artist,21120616,8700000,36000000.0,A24,R,104,Biography,2017
The Disaster Artist,21120616,8700000,36000000.0,A24,R,104,Comedy,2017
The Disaster Artist,21120616,8700000,36000000.0,A24,R,104,Drama,2017
Mother!,17800004,26716995,30000000.0,Paramount Pictures,R,121,Drama,2017
Mother!,17800004,26716995,30000000.0,Paramount Pictures,R,121,Horror,2017
Mother!,17800004,26716995,30000000.0,Paramount Pictures,R,121,Mystery,2017
The Zookeeper's Wife,17571660,8581175,36000000.0,Focus Features,PG-13,127,Biography,2017
The Zookeeper's Wife,17571660,8581175,36000000.0,Focus Features,PG-13,127,Drama,2017
The Zookeeper's Wife,17571660,8581175,36000000.0,Focus Features,PG-13,127,History,2017
The Zookeeper's Wife,17571660,8581175,36000000.0,Focus Features,PG-13,127,War,2017
The Glass Castle,17273059,4815474,36000000.0,Lionsgate,PG-13,127,Biography,2017
The Glass Castle,17273059,4815474,36000000.0,Lionsgate,PG-13,127,Drama,2017
Downsizing,24449754,30554136,68000000.0,Paramount Pictures,R,135,Drama,2017
Downsizing,24449754,30554136,68000000.0,Paramount Pictures,R,135,Fantasy,2017
Downsizing,24449754,30554136,68000000.0,Paramount Pictures,R,135,Sci-Fi,2017
Flatliners,16883115,28275139,19000000.0,Sony Pictures Entertainment (SPE),PG-13,109,Drama,2017
Flatliners,16883115,28275139,19000000.0,Sony Pictures Entertainment (SPE),PG-13,109,Horror,2017
Flatliners,16883115,28275139,19000000.0,Sony Pictures Entertainment (SPE),PG-13,109,Mystery,2017
Flatliners,16883115,28275139,19000000.0,Sony Pictures Entertainment (SPE),PG-13,109,Sci-Fi,2017
Flatliners,16883115,28275139,19000000.0,Sony Pictures Entertainment (SPE),PG-13,109,Thriller,2017
Detroit,16790139,6564961,34000000.0,Annapurna Pictures,R,143,Crime,2017
Detroit,16790139,6564961,34000000.0,Annapurna Pictures,R,143,Drama,2017
Detroit,16790139,6564961,34000000.0,Annapurna Pictures,R,143,History,2017
Detroit,16790139,6564961,34000000.0,Annapurna Pictures,R,143,Thriller,2017
The Shape of Water,63859435,131473877,36000000.0,Fox Searchlight Pictures,R,123,Adventure,2017
The Shape of Water,63859435,131473877,36000000.0,Fox Searchlight Pictures,R,123,Drama,2017
The Shape of Water,63859435,131473877,36000000.0,Fox Searchlight Pictures,R,123,Fantasy,2017
The Shape of Water,63859435,131473877,36000000.0,Fox Searchlight Pictures,R,123,Romance,2017
The Shape of Water,63859435,131473877,36000000.0,Fox Searchlight Pictures,R,123,Sci-Fi,2017
The Shape of Water,63859435,131473877,36000000.0,Fox Searchlight Pictures,R,123,Thriller,2017
The Case for Christ,14682684,3492979,36000000.0,Pure Flix Entertainment,PG,112,Biography,2017
The Case for Christ,14682684,3492979,36000000.0,Pure Flix Entertainment,PG,112,Drama,2017
Wish Upon,14301505,9167081,12000000.0,Broad Green Pictures,PG-13,90,Drama,2017
Wish Upon,14301505,9167081,12000000.0,Broad Green Pictures,PG-13,90,Fantasy,2017
Wish Upon,14301505,9167081,12000000.0,Broad Green Pictures,PG-13,90,Horror,2017
Wish Upon,14301505,9167081,12000000.0,Broad Green Pictures,PG-13,90,Mystery,2017
Wish Upon,14301505,9167081,12000000.0,Broad Green Pictures,PG-13,90,Thriller,2017
It Comes at Night,13985117,5750227,36000000.0,A24,R,91,Horror,2017
It Comes at Night,13985117,5750227,36000000.0,A24,R,91,Mystery,2017
It Comes at Night,13985117,5750227,36000000.0,A24,R,91,Sci-Fi,2017
Born in China,13873211,11207957,36000000.0,Walt Disney Studios Motion Pictures,G,79,Documentary,2017
Megan Leavey,13406883,1103607,36000000.0,Bleecker Street Media,PG-13,116,Biography,2017
Megan Leavey,13406883,1103607,36000000.0,Bleecker Street Media,PG-13,116,Drama,2017
Megan Leavey,13406883,1103607,36000000.0,Bleecker Street Media,PG-13,116,War,2017
Father Figures,17501244,8100000,36000000.0,Warner Bros.,R,113,Comedy,2017
Father Figures,17501244,8100000,36000000.0,Warner Bros.,R,113,Drama,2017
The Founder,12786053,11335192,36000000.0,The Weinstein Company,PG-13,115,Biography,2017
The Founder,12786053,11335192,36000000.0,The Weinstein Company,PG-13,115,Drama,2017
All the Money in the World,25113707,31882597,36000000.0,TriStar Pictures,R,132,Biography,2017
All the Money in the World,25113707,31882597,36000000.0,TriStar Pictures,R,132,Crime,2017
All the Money in the World,25113707,31882597,36000000.0,TriStar Pictures,R,132,Drama,2017
All the Money in the World,25113707,31882597,36000000.0,TriStar Pictures,R,132,Mystery,2017
All the Money in the World,25113707,31882597,36000000.0,TriStar Pictures,R,132,Thriller,2017
Battle of the Sexes,12638526,5960081,36000000.0,Fox Searchlight Pictures,PG-13,121,Biography,2017
Battle of the Sexes,12638526,5960081,36000000.0,Fox Searchlight Pictures,PG-13,121,Comedy,2017
Battle of the Sexes,12638526,5960081,36000000.0,Fox Searchlight Pictures,PG-13,121,Drama,2017
Battle of the Sexes,12638526,5960081,36000000.0,Fox Searchlight Pictures,PG-13,121,History,2017
Battle of the Sexes,12638526,5960081,36000000.0,Fox Searchlight Pictures,PG-13,121,Sport,2017
Before I Fall,12241122,4132721,36000000.0,Open Road Films (II),PG-13,98,Drama,2017
Before I Fall,12241122,4132721,36000000.0,Open Road Films (II),PG-13,98,Fantasy,2017
Before I Fall,12241122,4132721,36000000.0,Open Road Films (II),PG-13,98,Mystery,2017
"Roman J. Israel, Esq.",11962778,1063082,22000000.0,Sony Pictures Entertainment (SPE),PG-13,122,Crime,2017
"Roman J. Israel, Esq.",11962778,1063082,22000000.0,Sony Pictures Entertainment (SPE),PG-13,122,Drama,2017
"Roman J. Israel, Esq.",11962778,1063082,22000000.0,Sony Pictures Entertainment (SPE),PG-13,122,Thriller,2017
Unforgettable,11368012,6400000,12000000.0,Warner Bros.,R,100,Drama,2017
Unforgettable,11368012,6400000,12000000.0,Warner Bros.,R,100,Thriller,2017
The Beguiled,10709995,17159134,36000000.0,Focus Features,R,93,Drama,2017
The Beguiled,10709995,17159134,36000000.0,Focus Features,R,93,Thriller,2017
The Beguiled,10709995,17159134,36000000.0,Focus Features,R,93,War,2017
Live by Night,10378555,12300000,36000000.0,Warner Bros.,R,129,Action,2016
Live by Night,10378555,12300000,36000000.0,Warner Bros.,R,129,Crime,2016
Live by Night,10378555,12300000,36000000.0,Warner Bros.,R,129,Drama,2016
Live by Night,10378555,12300000,36000000.0,Warner Bros.,R,129,Thriller,2016
The Belko Experiment,10166820,917810,5000000.0,BH Tilt,R,89,Horror,2017
The Belko Experiment,10166820,917810,5000000.0,BH Tilt,R,89,Thriller,2017
Thank You for Your Service,9536300,459392,20000000.0,Universal Pictures,R,109,Biography,2017
Thank You for Your Service,9536300,459392,20000000.0,Universal Pictures,R,109,Drama,2017
Thank You for Your Service,9536300,459392,20000000.0,Universal Pictures,R,109,War,2017
Marshall,10051659,65157,12000000.0,Open Road Films (II),PG-13,118,Biography,2017
Marshall,10051659,65157,12000000.0,Open Road Films (II),PG-13,118,Crime,2017
Marshall,10051659,65157,12000000.0,Open Road Films (II),PG-13,118,Drama,2017
Marshall,10051659,65157,12000000.0,Open Road Films (II),PG-13,118,History,2017
Rock Dog,9420546,13737100,36000000.0,Lionsgate,PG,90,Adventure,2017
Rock Dog,9420546,13737100,36000000.0,Lionsgate,PG,90,Animation,2017
Rock Dog,9420546,13737100,36000000.0,Lionsgate,PG,90,Comedy,2017
Rock Dog,9420546,13737100,36000000.0,Lionsgate,PG,90,Family,2017
Rock Dog,9420546,13737100,36000000.0,Lionsgate,PG,90,Music,2017
The Lost City of Z,8580410,10683528,36000000.0,Bleecker Street Media,PG-13,141,Biography,2017
The Lost City of Z,8580410,10683528,36000000.0,Bleecker Street Media,PG-13,141,Drama,2017
The Promise,8224288,4224388,90000000.0,Open Road Films (II),PG-13,133,Action,2017
The Promise,8224288,4224388,90000000.0,Open Road Films (II),PG-13,133,Adventure,2017
The Promise,8224288,4224388,90000000.0,Open Road Films (II),PG-13,133,Drama,2017
The Promise,8224288,4224388,90000000.0,Open Road Films (II),PG-13,133,History,2017
The Promise,8224288,4224388,90000000.0,Open Road Films (II),PG-13,133,War,2017
A Cure for Wellness,8106986,18513016,40000000.0,Twentieth Century Fox,R,146,Drama,2017
A Cure for Wellness,8106986,18513016,40000000.0,Twentieth Century Fox,R,146,Fantasy,2017
A Cure for Wellness,8106986,18513016,40000000.0,Twentieth Century Fox,R,146,Horror,2017
A Cure for Wellness,8106986,18513016,40000000.0,Twentieth Century Fox,R,146,Mystery,2017
A Cure for Wellness,8106986,18513016,40000000.0,Twentieth Century Fox,R,146,Sci-Fi,2017
A Cure for Wellness,8106986,18513016,40000000.0,Twentieth Century Fox,R,146,Thriller,2017
The Space Between Us,7885294,8195181,30000000.0,STX Entertainment,PG-13,120,Drama,2017
The Space Between Us,7885294,8195181,30000000.0,STX Entertainment,PG-13,120,Romance,2017
The Space Between Us,7885294,8195181,30000000.0,STX Entertainment,PG-13,120,Sci-Fi,2017
Gold,7227038,7653901,36000000.0,The Weinstein Company,R,120,Crime,2017
Gold,7227038,7653901,36000000.0,The Weinstein Company,R,120,Drama,2017
Let There Be Light,7233471,7233471,36000000.0,Atlas Distribution Company,PG-13,100,Drama,2017
I Am Not Your Negro,7123919,1221379,36000000.0,Magnolia Pictures,PG-13,93,Documentary,2017
I Am Not Your Negro,7123919,1221379,36000000.0,Magnolia Pictures,PG-13,93,History,2017
Beatriz at Dinner,7115854,309537,36000000.0,Roadside Attractions,R,82,Comedy,2017
Beatriz at Dinner,7115854,309537,36000000.0,Roadside Attractions,R,82,Drama,2017
Birth of the Dragon,6901965,313062,36000000.0,BH Tilt,PG-13,95,Action,2017
Birth of the Dragon,6901965,313062,36000000.0,BH Tilt,PG-13,95,Biography,2017
Birth of the Dragon,6901965,313062,36000000.0,BH Tilt,PG-13,95,Drama,2017
Silence,7100177,16734632,36000000.0,Paramount Pictures,R,161,Drama,2016
Silence,7100177,16734632,36000000.0,Paramount Pictures,R,161,History,2016
The Snowman,6700035,36455226,35000000.0,Universal Pictures,R,119,Crime,2017
The Snowman,6700035,36455226,35000000.0,Universal Pictures,R,119,Drama,2017
The Snowman,6700035,36455226,35000000.0,Universal Pictures,R,119,Thriller,2017
Same Kind of Different as Me,6423605,6423605,36000000.0,Pure Flix Entertainment,PG-13,119,Biography,2017
Same Kind of Different as Me,6423605,6423605,36000000.0,Pure Flix Entertainment,PG-13,119,Drama,2017
Lowriders,6303560,8473,36000000.0,BH Tilt,PG-13,98,Adventure,2017
Lowriders,6303560,8473,36000000.0,BH Tilt,PG-13,98,Crime,2017
Lowriders,6303560,8473,36000000.0,BH Tilt,PG-13,98,Drama,2017
Loving Vincent,6735118,35452547,36000000.0,Good Deed Entertainment,PG-13,94,Animation,2017
Loving Vincent,6735118,35452547,36000000.0,Good Deed Entertainment,PG-13,94,Biography,2017
Loving Vincent,6735118,35452547,36000000.0,Good Deed Entertainment,PG-13,94,Crime,2017
Loving Vincent,6735118,35452547,36000000.0,Good Deed Entertainment,PG-13,94,Drama,2017
Loving Vincent,6735118,35452547,36000000.0,Good Deed Entertainment,PG-13,94,Mystery,2017
Just Getting Started,6069605,1564417,22000000.0,Broad Green Pictures,PG-13,91,Comedy,2017
Just Getting Started,6069605,1564417,22000000.0,Broad Green Pictures,PG-13,91,Crime,2017
All Saints,5802208,140357,2000000.0,Affirm Films,PG,108,Drama,2017
Suburbicon,5775178,6976489,36000000.0,Paramount Pictures,R,105,Comedy,2017
Suburbicon,5775178,6976489,36000000.0,Paramount Pictures,R,105,Crime,2017
Suburbicon,5775178,6976489,36000000.0,Paramount Pictures,R,105,Drama,2017
Suburbicon,5775178,6976489,36000000.0,Paramount Pictures,R,105,Thriller,2017
Paris Can Wait,5617731,7585810,36000000.0,Sony Pictures Classics,PG,92,Comedy,2017
Paris Can Wait,5617731,7585810,36000000.0,Sony Pictures Classics,PG,92,Drama,2017
Paris Can Wait,5617731,7585810,36000000.0,Sony Pictures Classics,PG,92,Romance,2017
The Man Who Invented Christmas,5676486,2441182,36000000.0,Bleecker Street Media,PG,104,Biography,2017
The Man Who Invented Christmas,5676486,2441182,36000000.0,Bleecker Street Media,PG,104,Comedy,2017
The Man Who Invented Christmas,5676486,2441182,36000000.0,Bleecker Street Media,PG,104,Drama,2017
20th Century Women,5664764,1550042,36000000.0,A24,R,119,Comedy,2016
20th Century Women,5664764,1550042,36000000.0,A24,R,119,Drama,2016
Molly's Game,28780744,30503271,36000000.0,STX Entertainment,R,140,Biography,2017
Molly's Game,28780744,30503271,36000000.0,STX Entertainment,R,140,Crime,2017
Molly's Game,28780744,30503271,36000000.0,STX Entertainment,R,140,Drama,2017
The Florida Project,5904366,5066932,36000000.0,A24,R,111,Drama,2017
Your Name.,5017246,352968841,36000000.0,FUNimation Entertainment,PG,106,Animation,2017
Your Name.,5017246,352968841,36000000.0,FUNimation Entertainment,PG,106,Drama,2017
Your Name.,5017246,352968841,36000000.0,FUNimation Entertainment,PG,106,Fantasy,2017
Your Name.,5017246,352968841,36000000.0,FUNimation Entertainment,PG,106,Romance,2017
Tiger Zinda Hai,5560921,81759079,20470000.0,Yash Raj Films,Not Rated,161,Action,2017
Tiger Zinda Hai,5560921,81759079,20470000.0,Yash Raj Films,Not Rated,161,Adventure,2017
Tiger Zinda Hai,5560921,81759079,20470000.0,Yash Raj Films,Not Rated,161,Thriller,2017
Call Me by Your Name,18095701,23791894,36000000.0,Sony Pictures Classics,R,132,Drama,2017
Call Me by Your Name,18095701,23791894,36000000.0,Sony Pictures Classics,R,132,Romance,2017
The Book of Henry,4504974,91731,36000000.0,Focus Features,PG-13,105,Crime,2017
The Book of Henry,4504974,91731,36000000.0,Focus Features,PG-13,105,Drama,2017
The Book of Henry,4504974,91731,36000000.0,Focus Features,PG-13,105,Thriller,2017
Stronger,4211129,4292529,36000000.0,Roadside Attractions,R,119,Biography,2017
Stronger,4211129,4292529,36000000.0,Roadside Attractions,R,119,Drama,2017
The Hero,4077333,24366,36000000.0,The Orchard,R,96,Drama,2017
The Hero,4077333,24366,36000000.0,The Orchard,R,96,Romance,2017
The Hero,4077333,24366,36000000.0,The Orchard,R,96,Western,2017
Sleight,3986245,3460,250000.0,BH Tilt,R,89,Crime,2017
Sleight,3986245,3460,250000.0,BH Tilt,R,89,Drama,2017
Sleight,3986245,3460,250000.0,BH Tilt,R,89,Sci-Fi,2017
A United Kingdom,3902185,10557145,36000000.0,Fox Searchlight Pictures,PG-13,111,Biography,2017
A United Kingdom,3902185,10557145,36000000.0,Fox Searchlight Pictures,PG-13,111,Drama,2017
A United Kingdom,3902185,10557145,36000000.0,Fox Searchlight Pictures,PG-13,111,History,2017
A United Kingdom,3902185,10557145,36000000.0,Fox Searchlight Pictures,PG-13,111,Romance,2017
Norman,3814868,2402699,36000000.0,Sony Pictures Classics,R,118,Drama,2017
Norman,3814868,2402699,36000000.0,Sony Pictures Classics,R,118,Thriller,2017
Friend Request,3759078,7216312,9900000.0,Entertainment Studios Motion Pictures,R,92,Horror,2017
Friend Request,3759078,7216312,9900000.0,Entertainment Studios Motion Pictures,R,92,Mystery,2017
Friend Request,3759078,7216312,9900000.0,Entertainment Studios Motion Pictures,R,92,Thriller,2017
A Monster Calls,3740823,43568490,36000000.0,Focus Features,PG-13,108,Adventure,2016
A Monster Calls,3740823,43568490,36000000.0,Focus Features,PG-13,108,Drama,2016
A Monster Calls,3740823,43568490,36000000.0,Focus Features,PG-13,108,Family,2016
A Monster Calls,3740823,43568490,36000000.0,Focus Features,PG-13,108,Fantasy,2016
Table 19,3614896,1427118,36000000.0,Fox Searchlight Pictures,PG-13,87,Comedy,2017
Table 19,3614896,1427118,36000000.0,Fox Searchlight Pictures,PG-13,87,Drama,2017
Table 19,3614896,1427118,36000000.0,Fox Searchlight Pictures,PG-13,87,Romance,2017
Their Finest,3603484,8993778,36000000.0,STX Entertainment,R,117,Comedy,2017
Their Finest,3603484,8993778,36000000.0,STX Entertainment,R,117,Drama,2017
Their Finest,3603484,8993778,36000000.0,STX Entertainment,R,117,Romance,2017
Their Finest,3603484,8993778,36000000.0,STX Entertainment,R,117,War,2017
Phoenix Forgotten,3600146,3600146,2800000.0,Cinelou Films,PG-13,87,Horror,2017
Phoenix Forgotten,3600146,3600146,2800000.0,Cinelou Films,PG-13,87,Mystery,2017
Phoenix Forgotten,3600146,3600146,2800000.0,Cinelou Films,PG-13,87,Sci-Fi,2017
Phoenix Forgotten,3600146,3600146,2800000.0,Cinelou Films,PG-13,87,Thriller,2017
An Inconvenient Sequel: Truth to Power,3496795,1937131,1000000.0,Paramount Pictures,PG,98,Documentary,2017
Til Death Do Us Part,3455267,3455267,36000000.0,Novus,PG-13,101,Thriller,2017
Raees,3262954,5165236,36000000.0,Zee TV,Not Rated,143,Action,2017
Raees,3262954,5165236,36000000.0,Zee TV,Not Rated,143,Crime,2017
Raees,3262954,5165236,36000000.0,Zee TV,Not Rated,143,Drama,2017
Close Encounters of the Third Kind,3100479,1028,20000000.0,Sony Pictures Entertainment (SPE),Not Rated,138,Drama,2017
Close Encounters of the Third Kind,3100479,1028,20000000.0,Sony Pictures Entertainment (SPE),Not Rated,138,Sci-Fi,2017
Colossal,3029287,1502033,36000000.0,Neon,R,109,Comedy,2017
Colossal,3029287,1502033,36000000.0,Neon,R,109,Drama,2017
Colossal,3029287,1502033,36000000.0,Neon,R,109,Fantasy,2017
Colossal,3029287,1502033,36000000.0,Neon,R,109,Sci-Fi,2017
Ingrid Goes West,3024308,122523,36000000.0,Neon,R,98,Comedy,2017
Ingrid Goes West,3024308,122523,36000000.0,Neon,R,98,Drama,2017
Wolf Warrior 2,2721100,867604339,30100000.0,The H Collective,Not Rated,123,Action,2017
Wolf Warrior 2,2721100,867604339,30100000.0,The H Collective,Not Rated,123,Adventure,2017
Wolf Warrior 2,2721100,867604339,30100000.0,The H Collective,Not Rated,123,Drama,2017
Wolf Warrior 2,2721100,867604339,30100000.0,The H Collective,Not Rated,123,Thriller,2017
Wolf Warrior 2,2721100,867604339,30100000.0,The H Collective,Not Rated,123,War,2017
My Cousin Rachel,2716368,6483800,36000000.0,Fox Searchlight Pictures,PG-13,106,Drama,2017
My Cousin Rachel,2716368,6483800,36000000.0,Fox Searchlight Pictures,PG-13,106,Mystery,2017
My Cousin Rachel,2716368,6483800,36000000.0,Fox Searchlight Pictures,PG-13,106,Romance,2017
My Cousin Rachel,2716368,6483800,36000000.0,Fox Searchlight Pictures,PG-13,106,Thriller,2017
Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,2620183,564201,36000000.0,Fathom Events,Not Rated,48,Sport,2017
A Question of Faith,2587072,2587072,36000000.0,Pure Flix Entertainment,PG,104,Drama,2017
Is Genesis History?,2570392,2570392,36000000.0,Fathom Events,Not Rated,100,Documentary,2017
Disney's Newsies: The Broadway Musical!,2545060,2545060,36000000.0,Fathom Events,PG,149,Musical,2017
IN OUR HANDS: Battle for Jerusalem,2534370,2534370,36000000.0,Fathom Events,Not Rated,109,Documentary,2017
Venom,213515506,642569645,100000000.0,Sony Pictures Entertainment (SPE),PG-13,112,Action,2018
Venom,213515506,642569645,100000000.0,Sony Pictures Entertainment (SPE),PG-13,112,Adventure,2018
Venom,213515506,642569645,100000000.0,Sony Pictures Entertainment (SPE),PG-13,112,Sci-Fi,2018
A Star Is Born,215288866,220900000,36000000.0,Warner Bros.,R,136,Drama,2018
